host_response_time,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,security_deposit,cleaning_fee,guests_included,number_of_reviews,review_scores_rating,cancellation_policy,reviews_per_month,price
N/A,TRUE,Bijlmer-Oost,House,Private room,2,1.5,1,2,Real Bed,0,0,2,38,95,moderate,1.29,80
N/A,FALSE,Westerpark,Apartment,Entire home/apt,2,1,0,1,Real Bed,250,50,1,25,94,strict_14_with_grace_period,0.84,125
N/A,FALSE,Bos en Lommer,Apartment,Entire home/apt,3,1,2,2,Real Bed,150,55,2,11,95,moderate,0.39,137
N/A,FALSE,Centrum-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,140,45,1,1,80,moderate,0.03,117
within a day,FALSE,Centrum-Oost,Apartment,Private room,4,1,1,2,Real Bed,0,55,2,35,98,flexible,1.69,125
within an hour,FALSE,Noord-West,House,Private room,1,1,1,1,Real Bed,0,15,1,86,95,moderate,2.92,24
N/A,FALSE,Centrum-Oost,Apartment,Entire home/apt,4,1.5,3,3,Real Bed,141,65,2,15,80,moderate,0.51,173
N/A,TRUE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,45,1,2,100,moderate,0.07,135
N/A,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,45,1,6,93,moderate,0.2,120
within an hour,TRUE,Zuid,Apartment,Entire home/apt,4,1.5,3,3,Real Bed,400,100,6,21,92,strict_14_with_grace_period,0.92,350
N/A,FALSE,Centrum-Oost,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,30,1,9,95,moderate,0.31,172
N/A,FALSE,Oud-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,35,1,21,100,flexible,0.74,87
within a day,TRUE,Oud-Noord,House,Entire home/apt,2,1,1,1,Real Bed,300,45,1,23,95,moderate,0.82,129
N/A,FALSE,Centrum-Oost,Apartment,Private room,2,1,0,1,Real Bed,0,0,2,8,100,moderate,0.29,118
within a few hours,TRUE,IJburg - Zeeburgereiland,Boat,Private room,big,1,1,big,Real Bed,300,125,1,56,97,strict_14_with_grace_period,2.02,550
within a few hours,TRUE,Oud-Noord,House,Entire home/apt,5,2,2,3,Real Bed,0,65,5,12,93,flexible,0.47,215
within an hour,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,1,1,1,Real Bed,300,50,2,23,93,strict_14_with_grace_period,0.82,150
within a few hours,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,30,1,49,100,moderate,1.66,150
N/A,TRUE,Osdorp,Apartment,Private room,2,1,1,1,Real Bed,0,10,1,5,95,strict_14_with_grace_period,0.18,70
N/A,FALSE,Centrum-Oost,Apartment,Entire home/apt,4,1,2,3,Real Bed,400,40,2,5,100,strict_14_with_grace_period,0.17,140
N/A,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,3,1,2,2,Real Bed,0,35,2,2,90,flexible,0.1,140
N/A,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,30,2,7,97,flexible,0.25,163
within an hour,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,500,40,1,31,97,moderate,1.11,113
within an hour,FALSE,Bos en Lommer,Apartment,Entire home/apt,4,1.5,1,1,Real Bed,500,30,2,10,100,strict_14_with_grace_period,0.35,165
N/A,FALSE,Buitenveldert - Zuidas,Apartment,Entire home/apt,2,1,1,2,Real Bed,200,15,1,8,90,flexible,0.28,80
N/A,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,0,1,Real Bed,150,20,1,1,80,moderate,0.03,124
N/A,FALSE,Zuid,Apartment,Private room,2,1.5,1,1,Real Bed,0,0,1,14,96,moderate,0.48,300
within an hour,TRUE,Oud-Oost,Apartment,Entire home/apt,4,1,2,3,Real Bed,100,50,1,12,90,strict_14_with_grace_period,0.46,196
within a day,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,35,1,5,100,moderate,0.17,120
within a few hours,FALSE,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,20,1,28,99,moderate,0.95,130
N/A,TRUE,De Baarsjes - Oud-West,Apartment,Private room,2,1,1,1,Real Bed,0,0,1,7,100,moderate,0.25,90
within a few hours,FALSE,Centrum-Oost,Apartment,Private room,2,1,1,1,Real Bed,0,37,1,24,96,strict_14_with_grace_period,0.83,158
within a few hours,TRUE,De Baarsjes - Oud-West,Apartment,Private room,2,1,1,1,Real Bed,0,20,1,5,100,strict_14_with_grace_period,0.17,90
N/A,TRUE,Oostelijk Havengebied - Indische Buurt,Boat,Entire home/apt,4,2,2,2,Real Bed,0,35,2,10,90,moderate,0.35,230
N/A,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,0,1,7,83,moderate,0.24,82
N/A,FALSE,De Pijp - Rivierenbuurt,Townhouse,Entire home/apt,2,1,1,1,Real Bed,0,0,1,6,97,flexible,0.2,100
within an hour,TRUE,De Baarsjes - Oud-West,Apartment,Private room,2,1,1,1,Real Bed,150,30,1,68,98,strict_14_with_grace_period,2.72,73
within a few hours,FALSE,De Pijp - Rivierenbuurt,Apartment,Private room,2,1.5,1,1,Real Bed,0,15,1,37,90,moderate,1.25,70
within a few hours,TRUE,Westerpark,Apartment,Entire home/apt,3,1,1,2,Real Bed,150,0,1,16,97,strict_14_with_grace_period,0.58,165
N/A,TRUE,Bos en Lommer,Apartment,Private room,7,1.5,2,4,Real Bed,498,0,5,9,84,strict_14_with_grace_period,0.32,298
N/A,FALSE,Oud-Oost,Apartment,Entire home/apt,3,1,1,1,Real Bed,100,25,2,17,92,strict_14_with_grace_period,0.58,82
within an hour,FALSE,Oud-Noord,Boat,Entire home/apt,4,1,2,2,Real Bed,0,30,1,112,97,strict_14_with_grace_period,3.81,175
within a few hours,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,0,1,Real Bed,0,30,1,18,95,moderate,0.61,100
within an hour,FALSE,Centrum-West,Apartment,Private room,2,1,1,1,Real Bed,250,30,1,124,97,moderate,4.22,169
within an hour,FALSE,Centrum-Oost,Bed and breakfast,Hotel room,2,1,0,1,Real Bed,250,60,1,6,93,moderate,0.21,129
N/A,FALSE,Oud-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,35,2,9,93,moderate,0.31,113
within a few hours,FALSE,Zuid,Townhouse,Entire home/apt,4,1.5,3,2,Real Bed,0,0,1,3,87,flexible,1.76,140
N/A,FALSE,Westerpark,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,25,2,22,95,flexible,1.06,100
within a few hours,FALSE,Westerpark,Cabin,Private room,2,1,1,1,Real Bed,200,20,1,53,95,moderate,1.82,110
within an hour,FALSE,Slotervaart,Condominium,Private room,2,1.5,1,1,Pull-out Sofa,350,29,1,23,93,moderate,0.78,50
within a few hours,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,0,1,7,100,strict_14_with_grace_period,0.24,118
within an hour,TRUE,Bos en Lommer,Loft,Entire home/apt,4,1.5,2,2,Real Bed,0,30,2,11,98,strict_14_with_grace_period,0.39,125
within an hour,FALSE,Geuzenveld - Slotermeer,Apartment,Private room,2,1,1,1,Real Bed,0,25,1,16,98,moderate,0.55,100
within a day,FALSE,Centrum-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,50,1,16,98,strict_14_with_grace_period,0.56,249
N/A,FALSE,Centrum-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,25,1,9,98,moderate,0.31,195
within an hour,FALSE,Zuid,House,Entire home/apt,4,1.5,2,4,Real Bed,200,65,1,25,93,moderate,0.97,180
within an hour,TRUE,Centrum-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,50,1,47,99,strict_14_with_grace_period,1.65,170
within a day,TRUE,Noord-Oost,House,Entire home/apt,4,1,1,4,Real Bed,250,50,2,8,100,moderate,0.29,75
N/A,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,0,1,17,99,strict_14_with_grace_period,0.61,125
within a few hours,FALSE,Centrum-Oost,Boat,Entire home/apt,2,1,1,1,Real Bed,150,0,2,60,98,strict_14_with_grace_period,2.22,156
N/A,FALSE,Oud-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,45,2,6,73,moderate,0.21,130
within a few hours,FALSE,IJburg - Zeeburgereiland,House,Private room,4,1,0,2,Real Bed,250,40,2,108,95,strict_14_with_grace_period,3.72,90
N/A,FALSE,Oud-Oost,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,0,50,2,2,100,flexible,0.07,141
within an hour,FALSE,Noord-West,House,Private room,1,1,1,1,Real Bed,0,15,1,39,94,strict_14_with_grace_period,1.33,56
within a few hours,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,3,1,2,2,Real Bed,150,40,1,9,96,strict_14_with_grace_period,0.31,165
N/A,FALSE,Buitenveldert - Zuidas,Apartment,Entire home/apt,4,1,2,2,Real Bed,500,0,1,6,93,flexible,0.2,105
N/A,FALSE,Westerpark,Condominium,Entire home/apt,2,1,1,1,Real Bed,0,40,1,9,100,moderate,0.31,225
within an hour,FALSE,Centrum-Oost,Bed and breakfast,Hotel room,2,1,0,1,Real Bed,250,60,1,24,90,moderate,0.82,136
N/A,TRUE,Bos en Lommer,Apartment,Entire home/apt,2,1,2,1,Real Bed,0,0,1,9,95,strict_14_with_grace_period,0.31,100
N/A,TRUE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1,2,2,Real Bed,350,35,3,6,100,strict_14_with_grace_period,0.21,184
N/A,TRUE,De Baarsjes - Oud-West,Apartment,Private room,2,1,1,1,Real Bed,0,20,2,6,80,moderate,0.21,80
within a few hours,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,2.5,4,4,Real Bed,300,89,1,2,100,moderate,1.3,300
within an hour,FALSE,Centrum-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,45,2,34,86,moderate,1.18,127
N/A,FALSE,De Baarsjes - Oud-West,Boat,Entire home/apt,3,1,2,2,Real Bed,250,40,2,13,98,moderate,0.44,209
within a day,FALSE,Bos en Lommer,Apartment,Private room,2,1,1,1,Real Bed,0,0,1,45,98,moderate,1.65,45
within a day,FALSE,Gaasperdam - Driemond,Apartment,Entire home/apt,2,1,1,2,Real Bed,0,0,1,44,94,moderate,1.55,100
within an hour,FALSE,Bos en Lommer,Apartment,Entire home/apt,2,1,2,1,Real Bed,250,25,1,14,99,moderate,0.48,100
within an hour,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,1,1,3,Real Bed,350,40,1,20,100,moderate,0.7,200
N/A,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,300,30,1,15,98,moderate,0.53,110
N/A,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,45,1,10,100,moderate,0.34,100
N/A,FALSE,De Baarsjes - Oud-West,Apartment,Private room,2,1,0,1,Real Bed,0,0,1,20,97,moderate,0.81,70
within an hour,FALSE,Geuzenveld - Slotermeer,Apartment,Private room,4,1,2,2,Real Bed,0,40,3,15,96,strict_14_with_grace_period,0.53,150
N/A,FALSE,Centrum-West,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,50,1,3,100,moderate,0.11,300
N/A,TRUE,Osdorp,House,Entire home/apt,4,1,2,3,Real Bed,450,90,2,24,98,moderate,0.83,175
N/A,FALSE,Buitenveldert - Zuidas,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,10,1,2,100,moderate,0.07,150
within a few hours,FALSE,Westerpark,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,40,2,7,97,moderate,0.53,200
N/A,TRUE,Bos en Lommer,Apartment,Entire home/apt,2,1,1,1,Real Bed,300,59,1,10,92,moderate,0.35,129
N/A,TRUE,Noord-West,Condominium,Entire home/apt,2,1,0,1,Real Bed,0,0,1,1,100,moderate,0.03,80
N/A,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,300,59,1,15,92,moderate,0.54,149
N/A,FALSE,Bos en Lommer,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,15,1,48,98,moderate,1.63,135
within an hour,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,45,1,8,95,strict_14_with_grace_period,0.28,175
within a day,TRUE,De Aker - Nieuw Sloten,House,Private room,2,1.5,1,1,Real Bed,0,25,1,78,97,moderate,2.66,50
within an hour,FALSE,Centrum-Oost,Townhouse,Private room,2,1,1,1,Real Bed,250,50,1,80,95,strict_14_with_grace_period,2.8,75
N/A,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,400,50,1,1,40,moderate,0.03,120
N/A,TRUE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,40,1,9,93,strict_14_with_grace_period,0.31,160
N/A,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,3,1,1,2,Real Bed,0,50,2,31,95,strict_14_with_grace_period,1.06,119
within an hour,FALSE,Bijlmer-Oost,Apartment,Entire home/apt,3,1,1,1,Real Bed,0,0,1,7,70,flexible,0.24,63
within a few hours,FALSE,Bos en Lommer,Boat,Entire home/apt,2,1,1,1,Real Bed,200,0,1,36,97,strict_14_with_grace_period,1.31,150
N/A,FALSE,Oud-Noord,House,Entire home/apt,4,1.5,3,5,Real Bed,250,50,2,3,93,strict_14_with_grace_period,0.1,130
within an hour,TRUE,Oud-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,40,2,18,98,strict_14_with_grace_period,0.63,99
a few days or more,FALSE,De Baarsjes - Oud-West,Bed and breakfast,Private room,7,1,3,5,Real Bed,0,20,2,106,90,strict_14_with_grace_period,3.71,70
within a few hours,TRUE,Slotervaart,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,0,0,1,20,99,flexible,0.69,95
N/A,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,0,1,9,97,flexible,0.31,119
N/A,FALSE,Zuid,Apartment,Entire home/apt,4,1,2,2,Real Bed,150,55,2,3,93,moderate,0.1,175
within an hour,FALSE,Westerpark,Apartment,Entire home/apt,4,2,2,3,Real Bed,100,55,2,13,92,strict_14_with_grace_period,0.52,175
within an hour,FALSE,Centrum-West,Apartment,Entire home/apt,4,1.5,3,5,Real Bed,300,75,4,41,93,moderate,1.43,199
within an hour,FALSE,Centrum-Oost,Apartment,Entire home/apt,4,1.5,3,4,Real Bed,0,45,2,26,95,strict_14_with_grace_period,0.93,175
N/A,FALSE,Oud-Oost,Apartment,Entire home/apt,4,1.5,2,4,Real Bed,0,50,3,5,100,flexible,0.17,110
N/A,FALSE,Bos en Lommer,Apartment,Entire home/apt,4,1,2,2,Real Bed,750,30,2,2,100,strict_14_with_grace_period,0.07,149
within a few hours,TRUE,Noord-West,House,Entire home/apt,4,1,3,4,Real Bed,200,50,1,11,93,strict_14_with_grace_period,0.42,120
within an hour,TRUE,Slotervaart,Apartment,Entire home/apt,4,1.5,2,3,Real Bed,200,50,1,27,98,strict_14_with_grace_period,1,150
within a few hours,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,100,45,1,31,97,moderate,1.07,120
N/A,FALSE,Bos en Lommer,Townhouse,Entire home/apt,3,1,2,2,Real Bed,250,55,2,18,98,strict_14_with_grace_period,0.67,125
within an hour,FALSE,IJburg - Zeeburgereiland,Boat,Entire home/apt,big,2,3,big,Real Bed,500,100,big,37,94,strict_14_with_grace_period,1.3,400
within a few hours,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,1,2,2,Real Bed,250,50,1,17,99,strict_14_with_grace_period,0.63,175
N/A,FALSE,Centrum-Oost,Loft,Entire home/apt,2,1,1,1,Real Bed,0,35,1,20,97,flexible,0.7,125
N/A,TRUE,De Baarsjes - Oud-West,Townhouse,Entire home/apt,4,1,2,2,Real Bed,0,0,1,9,100,flexible,0.31,140
within a few hours,TRUE,De Baarsjes - Oud-West,Apartment,Private room,2,1,1,1,Real Bed,200,20,1,56,96,strict_14_with_grace_period,1.95,99
within a day,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,0,60,2,19,93,moderate,0.67,135
N/A,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,45,1,10,84,strict_14_with_grace_period,0.34,75
N/A,TRUE,Oostelijk Havengebied - Indische Buurt,Condominium,Entire home/apt,2,1,1,1,Real Bed,0,0,1,8,98,moderate,0.39,108
N/A,TRUE,Westerpark,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,0,1,24,97,strict_14_with_grace_period,0.82,140
within an hour,TRUE,Centrum-West,Bed and breakfast,Hotel room,4,1.5,2,2,Real Bed,100,0,1,92,98,moderate,3.24,195
N/A,FALSE,Centrum-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,500,75,1,6,97,strict_14_with_grace_period,0.21,139
within an hour,FALSE,Centrum-Oost,Houseboat,Private room,4,1.5,2,2,Real Bed,0,25,1,42,88,flexible,1.47,176
within a day,TRUE,De Pijp - Rivierenbuurt,Condominium,Entire home/apt,5,1,2,4,Real Bed,0,50,4,1,100,flexible,0.04,250
within an hour,FALSE,Osdorp,Guest suite,Private room,4,1.5,2,4,Real Bed,0,25,2,50,98,moderate,1.82,80
N/A,TRUE,De Baarsjes - Oud-West,House,Entire home/apt,2,1.5,2,2,Real Bed,0,0,1,2,100,moderate,0.07,150
within a few hours,FALSE,Westerpark,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,35,1,17,89,flexible,0.6,132
N/A,TRUE,Watergraafsmeer,Apartment,Entire home/apt,2,1,2,2,Real Bed,0,45,1,2,100,moderate,0.08,100
within a day,FALSE,Centrum-Oost,Apartment,Entire home/apt,2,1.5,1,0,Real Bed,0,0,1,5,96,moderate,0.17,160
N/A,TRUE,Bos en Lommer,Apartment,Entire home/apt,4,1,2,2,Real Bed,200,45,1,13,98,moderate,0.46,199
N/A,FALSE,Oud-Noord,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,30,1,26,95,moderate,0.89,70
within a few hours,FALSE,Centrum-West,Apartment,Private room,2,1,1,1,Real Bed,0,20,1,126,100,moderate,4.35,180
within a few hours,FALSE,Geuzenveld - Slotermeer,Apartment,Shared room,1,1,1,1,Real Bed,0,0,1,8,100,moderate,0.7,70
N/A,FALSE,Bijlmer-Centrum,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,60,1,15,89,flexible,0.52,95
N/A,FALSE,Centrum-Oost,House,Entire home/apt,5,2.5,3,3,Real Bed,0,0,1,20,100,flexible,0.75,600
within an hour,FALSE,Oud-Noord,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,45,1,26,93,moderate,0.96,99
N/A,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,3,1.5,2,2,Real Bed,300,35,2,11,95,moderate,0.39,135
N/A,TRUE,Centrum-West,Apartment,Entire home/apt,3,1,1,1,Real Bed,100,0,1,4,100,moderate,0.14,180
within an hour,FALSE,Zuid,Apartment,Entire home/apt,1,1,1,1,Real Bed,0,50,1,7,83,moderate,0.25,84
N/A,TRUE,Noord-West,Apartment,Entire home/apt,2,1,2,2,Real Bed,0,15,2,6,90,moderate,0.22,80
within an hour,TRUE,Bos en Lommer,Apartment,Entire home/apt,2,1.5,1,2,Real Bed,200,40,2,14,99,strict_14_with_grace_period,0.48,101
N/A,FALSE,Zuid,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,300,25,2,6,97,strict_14_with_grace_period,0.21,165
within an hour,TRUE,Noord-Oost,Apartment,Private room,1,1,1,1,Real Bed,0,30,1,129,98,moderate,4.42,40
within an hour,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,45,2,12,100,strict_14_with_grace_period,0.43,275
within a few hours,TRUE,De Baarsjes - Oud-West,Loft,Entire home/apt,4,1.5,2,2,Real Bed,0,50,1,4,100,strict_14_with_grace_period,0.15,300
within a few hours,TRUE,Oud-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,40,2,19,97,strict_14_with_grace_period,0.67,135
within a few hours,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,50,2,27,99,flexible,0.93,120
N/A,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.5,3,3,Real Bed,250,65,2,4,85,moderate,0.15,110
within a day,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,30,1,17,99,strict_14_with_grace_period,0.61,108
within an hour,TRUE,IJburg - Zeeburgereiland,Guest suite,Private room,2,1,1,1,Real Bed,0,15,2,138,98,strict_14_with_grace_period,5.1,75
N/A,FALSE,Oud-Oost,House,Entire home/apt,4,2,2,2,Real Bed,100,50,2,28,99,strict_14_with_grace_period,0.99,90
N/A,TRUE,Noord-West,Apartment,Private room,2,1.5,1,1,Real Bed,0,10,1,19,85,moderate,0.65,50
within an hour,TRUE,Osdorp,Apartment,Shared room,3,1,1,2,Real Bed,100,30,2,42,98,moderate,1.58,50
within an hour,FALSE,IJburg - Zeeburgereiland,House,Entire home/apt,4,1,3,5,Real Bed,0,50,4,6,97,strict_14_with_grace_period,0.23,185
within an hour,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,1,2,2,Real Bed,100,50,1,17,85,strict_14_with_grace_period,0.59,147
within an hour,FALSE,Westerpark,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,50,1,33,99,moderate,1.16,85
N/A,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,35,1,5,100,strict_14_with_grace_period,0.17,140
within a day,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,1,1,2,Real Bed,250,50,2,47,87,strict_14_with_grace_period,1.64,250
within an hour,FALSE,Buitenveldert - Zuidas,Townhouse,Entire home/apt,4,1,1,1,Real Bed,250,25,1,31,96,moderate,1.07,180
within an hour,FALSE,Centrum-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,40,1,23,96,strict_14_with_grace_period,0.81,160
within a few hours,TRUE,Centrum-Oost,Apartment,Entire home/apt,3,1,2,2,Real Bed,100,0,2,2,100,moderate,0.07,165
within an hour,FALSE,Zuid,Apartment,Private room,2,1,1,1,Real Bed,0,10,1,78,96,moderate,9.07,100
a few days or more,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,3,2,2,Real Bed,300,75,1,4,90,moderate,0.14,200
N/A,FALSE,Noord-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,60,1,2,90,strict_14_with_grace_period,0.07,90
N/A,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,400,45,1,10,96,moderate,0.35,130
within a day,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,25,1,17,99,moderate,0.59,145
N/A,FALSE,Centrum-West,Apartment,Entire home/apt,4,big,4,4,Real Bed,500,75,2,8,93,strict_14_with_grace_period,0.28,380
N/A,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,38,1,10,94,moderate,0.36,150
N/A,FALSE,Centrum-Oost,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,500,75,2,11,98,strict_14_with_grace_period,0.4,260
within a few hours,TRUE,Bos en Lommer,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,30,1,17,98,strict_14_with_grace_period,0.61,89
within a few hours,TRUE,Bos en Lommer,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,0,3,21,99,moderate,0.73,180
within a few hours,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,2,2,3,Real Bed,300,75,4,79,88,moderate,2.75,250
within an hour,FALSE,Westerpark,Apartment,Entire home/apt,2,1,1,2,Real Bed,0,0,1,22,93,flexible,5.45,80
within a day,TRUE,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,0,1,9,100,strict_14_with_grace_period,0.31,110
within a few hours,TRUE,Slotervaart,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,0,2,13,97,moderate,0.45,135
within an hour,TRUE,Buitenveldert - Zuidas,Townhouse,Entire home/apt,big,1.5,4,4,Real Bed,500,180,1,4,100,strict_14_with_grace_period,0.16,300
N/A,FALSE,Westerpark,Apartment,Entire home/apt,4,1,2,2,Real Bed,400,30,2,8,100,strict_14_with_grace_period,0.28,172
within a few hours,TRUE,Oud-Noord,Boat,Private room,big,big,big,big,Real Bed,0,0,2,17,96,strict_14_with_grace_period,0.59,80
within a day,TRUE,Zuid,Apartment,Private room,2,1,1,1,Real Bed,0,0,1,6,87,moderate,0.21,79
within an hour,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,0,1,Real Bed,100,45,1,19,74,moderate,0.66,134
N/A,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,40,1,19,100,strict_14_with_grace_period,0.66,120
within a day,FALSE,Oud-Noord,Apartment,Private room,4,1,1,4,Real Bed,200,50,4,105,96,flexible,3.63,175
N/A,FALSE,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,45,1,9,98,strict_14_with_grace_period,0.53,90
within a few hours,FALSE,Watergraafsmeer,Townhouse,Entire home/apt,4,2,4,5,Real Bed,500,60,1,14,100,moderate,0.48,280
within an hour,FALSE,Centrum-West,Apartment,Entire home/apt,4,2,2,2,Real Bed,300,50,1,5,80,strict_14_with_grace_period,0.18,225
N/A,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1,0,4,Real Bed,200,50,1,5,100,moderate,0.17,175
N/A,FALSE,Westerpark,Apartment,Private room,2,0.5,1,1,Real Bed,200,20,1,10,92,flexible,0.34,62
within an hour,FALSE,Osdorp,Townhouse,Private room,2,1,1,1,Real Bed,0,0,1,8,100,strict_14_with_grace_period,0.98,100
N/A,FALSE,Centrum-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,45,1,2,80,moderate,0.07,200
within a few hours,FALSE,Noord-West,House,Entire home/apt,4,1.5,2,2,Real Bed,200,50,1,29,96,strict_14_with_grace_period,1,150
within an hour,FALSE,Watergraafsmeer,Apartment,Entire home/apt,4,1,3,3,Real Bed,0,25,1,52,97,moderate,1.84,124
within a day,FALSE,Centrum-West,Apartment,Entire home/apt,3,1,1,2,Real Bed,0,90,1,16,98,strict_14_with_grace_period,0.55,235
within an hour,FALSE,Oud-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,45,1,10,94,strict_14_with_grace_period,0.35,71
